EmployeeNo,Division,Qualification,Gender,Channel_of_Recruitment,Trainings_Attended,Year_of_birth,Last_performance_score,Year_of_recruitment,Targets_met,Previous_Award,Training_score_average,State_Of_Origin,Foreign_schooled,Marital_Status,Past_Disciplinary_Action,Previous_IntraDepartmental_Movement,No_of_previous_employers,Promoted_or_Not
YAK/S/44097,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1991,5,2013,0,0,41,LAGOS,No,Married,No,No,0,0
YAK/S/44098,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1978,7.5,2015,0,0,42,ENUGU,Yes,Married,No,No,1,0
YAK/S/44099,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1990,2.5,2014,0,0,42,LAGOS,Yes,Married,No,No,1,0
YAK/S/44100,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1987,10,2016,0,0,44,LAGOS,Yes,Married,No,No,1,0
YAK/S/44101,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1990,0,2018,0,0,41,ONDO,Yes,Married,No,No,1,0
YAK/S/44102,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1988,7.5,2015,0,0,72,EDO,Yes,Married,No,No,1,0
YAK/S/44104,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,4,1985,2.5,2011,0,0,39,ADAMAWA,Yes,Single,No,Yes,0,0
YAK/S/44106,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1995,0,2018,0,0,64,ABIA,Yes,Married,No,Yes,6,0
YAK/S/44107,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,3,1984,7.5,2015,0,0,69,OSUN,Yes,Married,No,Yes,1,0
YAK/S/44109,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1991,10,2016,0,0,52,LAGOS,Yes,Married,No,No,1,0
YAK/S/44110,Regulatory and Legal services,First Degree or HND,Male,Direct Internal process,2,1963,12.5,1987,0,0,54,ABIA,Yes,Married,No,No,1,0
YAK/S/44111,Commercial Sales and Marketing,,Male,Direct Internal process,3,1994,5,2016,0,0,42,ENUGU,Yes,Married,No,No,1,0
YAK/S/44113,Business Finance Operations,First Degree or HND,Male,Agency and others,2,1990,7.5,2014,0,0,56,ENUGU,No,Married,No,Yes,1,0
YAK/S/44114,Sourcing and Purchasing,MSc  MBA and PhD,Female,Direct Internal process,2,1982,10,2009,1,0,63,EDO,Yes,Married,No,No,1,1
YAK/S/44115,People/HR Management,First Degree or HND,Male,Agency and others,2,1994,2.5,2013,0,0,39,LAGOS,No,Married,No,No,1,0
YAK/S/44116,Information Technology and Solution Support,MSc  MBA and PhD,Female,Direct Internal process,2,1974,10,2013,0,0,75,BAYELSA,Yes,Married,No,No,1,0
YAK/S/44118,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1986,5,2010,0,0,43,KWARA,Yes,Single,No,No,1,0
YAK/S/44119,Information and Strategy,First Degree or HND,Male,Agency and others,2,1995,7.5,2016,0,0,74,OGUN,Yes,Married,No,No,1,0
YAK/S/44120,Business Finance Operations,MSc  MBA and PhD,Female,Agency and others,2,1988,7.5,2011,0,0,52,KWARA,Yes,Married,No,No,1,0
YAK/S/44121,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,3,1989,7.5,2011,0,0,62,LAGOS,No,Married,No,No,0,0
YAK/S/44122,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1978,7.5,2012,1,0,51,KANO,No,Married,No,No,1,0
YAK/S/44123,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,3,1977,12.5,2001,0,0,46,ANAMBRA,Yes,Single,No,No,1,0
YAK/S/44124,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1988,7.5,2013,0,0,60,OGUN,Yes,Married,No,Yes,1,0
YAK/S/44125,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1989,12.5,2016,1,0,60,SOKOTO,Yes,Married,No,No,0,0
YAK/S/44127,Information and Strategy,First Degree or HND,Male,Direct Internal process,3,1994,2.5,2014,0,0,77,RIVERS,Yes,Single,No,No,1,0
YAK/S/44128,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1981,10,2009,0,0,41,EDO,Yes,Married,No,No,4,0
YAK/S/44130,Regulatory and Legal services,First Degree or HND,Male,Agency and others,2,1992,0,2018,0,0,50,BAUCHI,Yes,Married,No,No,0,0
YAK/S/44134,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1992,2.5,2014,0,0,41,BAYELSA,Yes,Married,No,No,1,0
YAK/S/44135,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1994,0,2018,0,0,74,LAGOS,No,Single,No,No,1,0
YAK/S/44136,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1993,0,2018,0,0,50,LAGOS,No,Married,No,No,1,0
YAK/S/44137,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1993,10,2017,0,0,47,EDO,No,Married,No,No,0,0
YAK/S/44138,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1988,2.5,2011,0,0,72,DELTA,No,Married,No,No,1,0
YAK/S/44139,Information and Strategy,First Degree or HND,Male,Referral and Special candidates,3,1994,0,2018,1,0,79,FCT,Yes,Married,No,No,3,0
YAK/S/44140,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1966,10,2002,0,0,43,ENUGU,Yes,Single,No,No,1,0
YAK/S/44142,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1996,10,2017,0,0,45,AKWA IBOM,Yes,Married,No,No,1,0
YAK/S/44143,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1987,10,2012,0,0,45,DELTA,Yes,Married,No,No,0,0
YAK/S/44144,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1968,10,2017,1,0,62,OYO,Yes,Married,No,No,0,0
YAK/S/44145,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1988,7.5,2011,0,0,41,ANAMBRA,Yes,Single,No,No,1,0
YAK/S/44146,Research and Innovation,MSc  MBA and PhD,Male,Agency and others,2,1984,10,2009,0,0,73,KANO,Yes,Married,No,No,1,0
YAK/S/44147,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,3,1983,7.5,2009,0,0,39,BENUE,No,Single,No,No,1,0
YAK/S/44148,Customer Support and Field Operations,MSc  MBA and PhD,Female,Agency and others,2,1985,2.5,2017,0,0,53,EKITI,Yes,Married,No,No,1,0
YAK/S/44150,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1969,10,1995,1,0,66,KATSINA,Yes,Married,No,No,0,0
YAK/S/44151,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,2,1987,7.5,2012,1,0,71,LAGOS,Yes,Single,No,Yes,1,0
YAK/S/44152,Information Technology and Solution Support,First Degree or HND,Male,Referral and Special candidates,2,1991,10,2013,0,0,68,RIVERS,Yes,Married,No,No,0,0
YAK/S/44154,Research and Innovation,MSc  MBA and PhD,Male,Direct Internal process,2,1992,0,2018,1,0,69,KANO,Yes,Single,No,No,1,1
YAK/S/44155,Sourcing and Purchasing,Non University Education,Female,Direct Internal process,2,1997,0,2018,1,0,64,AKWA IBOM,Yes,Single,No,No,5,1
YAK/S/44157,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1983,7.5,2009,0,0,38,BAUCHI,Yes,Married,No,No,0,0
YAK/S/44159,People/HR Management,MSc  MBA and PhD,Male,Direct Internal process,3,1981,12.5,2017,0,0,44,BAYELSA,No,Married,No,No,0,0
YAK/S/44161,Information Technology and Solution Support,First Degree or HND,Male,Referral and Special candidates,2,1991,0,2018,0,0,69,ABIA,Yes,Single,No,No,3,0
YAK/S/44162,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1989,5,2013,1,0,44,FCT,Yes,Married,No,No,2,1
YAK/S/44163,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1988,7.5,2017,1,0,80,EDO,Yes,Married,No,No,1,0
YAK/S/44164,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1986,7.5,2011,1,0,50,LAGOS,Yes,Married,No,No,1,0
YAK/S/44167,Research and Innovation,First Degree or HND,Male,Direct Internal process,2,1994,7.5,2017,0,0,80,ANAMBRA,Yes,Married,No,No,1,0
YAK/S/44168,Commercial Sales and Marketing,,Male,Direct Internal process,2,1995,10,2016,0,0,40,LAGOS,Yes,Married,No,No,0,0
YAK/S/44169,Sourcing and Purchasing,Non University Education,Female,Direct Internal process,3,1996,0,2018,0,0,59,LAGOS,Yes,Married,No,No,0,0
YAK/S/44170,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,3,1990,7.5,2011,0,0,40,RIVERS,Yes,Married,No,No,0,0
YAK/S/44172,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1993,10,2015,0,0,41,RIVERS,Yes,Single,No,No,1,0
YAK/S/44173,Information Technology and Solution Support,First Degree or HND,Male,Referral and Special candidates,2,1990,7.5,2013,0,0,70,OYO,Yes,Married,No,No,0,0
YAK/S/44174,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1991,5,2014,0,0,41,OGUN,Yes,Married,No,No,0,0
YAK/S/44175,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1990,12.5,2011,0,0,73,KANO,Yes,Single,No,Yes,2,0
YAK/S/44176,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1991,0,2018,0,0,76,IMO,Yes,Married,No,No,0,0
YAK/S/44179,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1991,2.5,2017,0,0,40,KWARA,Yes,Married,No,No,1,0
YAK/S/44182,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1988,2.5,2015,1,0,42,LAGOS,Yes,Single,No,No,1,0
YAK/S/44183,Sourcing and Purchasing,MSc  MBA and PhD,Female,Agency and others,2,1986,7.5,2012,1,0,65,RIVERS,Yes,Married,No,No,5,0
YAK/S/44184,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1990,7.5,2012,1,1,64,LAGOS,Yes,Married,No,No,1,0
YAK/S/44186,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1992,2.5,2014,0,0,37,ONDO,No,Single,No,No,1,0
YAK/S/44188,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1988,7.5,2015,0,0,42,IMO,Yes,Married,No,No,1,0
YAK/S/44189,Business Finance Operations,First Degree or HND,Female,Direct Internal process,2,1996,12.5,2014,1,0,55,ZAMFARA,Yes,Married,No,No,1,0
YAK/S/44191,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,3,1989,12.5,2012,1,0,55,FCT,Yes,Single,No,No,4,0
YAK/S/44192,Business Finance Operations,MSc  MBA and PhD,Male,Agency and others,3,1986,12.5,2017,0,0,90,RIVERS,Yes,Married,No,No,1,1
YAK/S/44193,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1990,12.5,2012,1,0,73,ONDO,Yes,Married,No,No,0,1
YAK/S/44195,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,2,1980,7.5,2014,0,0,76,IMO,Yes,Married,No,No,5,0
YAK/S/44196,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1997,0,2018,0,0,41,ADAMAWA,Yes,Single,No,No,0,0
YAK/S/44198,Information and Strategy,First Degree or HND,Male,Direct Internal process,4,1982,10,2014,0,0,69,NIGER,Yes,Married,No,No,1,0
YAK/S/44199,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,2,1984,7.5,2011,0,0,70,PLATEAU,Yes,Married,No,No,1,0
YAK/S/44200,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1993,7.5,2016,1,0,48,ANAMBRA,Yes,Married,No,No,0,0
YAK/S/44202,Sourcing and Purchasing,MSc  MBA and PhD,Female,Agency and others,2,1976,7.5,2005,0,0,63,OSUN,Yes,Single,No,No,1,0
YAK/S/44203,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1990,5,2012,0,0,43,LAGOS,Yes,Married,No,No,0,0
YAK/S/44204,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1989,12.5,2012,1,0,46,FCT,Yes,Married,No,No,0,0
YAK/S/44205,Information and Strategy,First Degree or HND,Male,Agency and others,2,1990,2.5,2015,0,0,77,OYO,No,Married,No,Yes,1,0
YAK/S/44206,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1987,7.5,2011,0,0,67,ANAMBRA,Yes,Married,No,Yes,2,0
YAK/S/44207,Information and Strategy,MSc  MBA and PhD,Male,Agency and others,3,1991,12.5,2014,1,0,77,LAGOS,Yes,Married,No,No,0,0
YAK/S/44209,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1969,10,2004,0,0,63,IMO,Yes,Single,No,No,1,0
YAK/S/44210,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1994,7.5,2017,0,0,51,AKWA IBOM,Yes,Single,No,No,0,0
YAK/S/44211,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1990,10,2017,0,0,40,KADUNA,Yes,Single,No,No,0,0
YAK/S/44212,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1992,5,2012,0,0,39,BORNO,Yes,Married,No,No,1,0
YAK/S/44213,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,3,1981,12.5,2017,1,0,51,ENUGU,Yes,Single,No,No,1,0
YAK/S/44214,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,3,1975,2.5,2017,0,0,74,BAUCHI,Yes,Married,No,No,1,0
YAK/S/44215,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1979,5,2014,1,0,61,DELTA,Yes,Married,No,No,1,0
YAK/S/44217,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1995,7.5,2017,1,0,43,ONDO,Yes,Not_Sure,No,No,1,0
YAK/S/44218,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1988,7.5,2014,0,0,41,NIGER,Yes,Married,No,No,0,0
YAK/S/44219,Regulatory and Legal services,First Degree or HND,Male,Direct Internal process,2,1993,12.5,2017,1,0,51,PLATEAU,Yes,Married,No,No,3,1
YAK/S/44220,Information and Strategy,First Degree or HND,Male,Agency and others,2,1980,7.5,2005,0,0,76,OSUN,Yes,Married,No,No,0,0
YAK/S/44222,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,4,1992,7.5,2014,0,0,38,KADUNA,No,Married,No,No,0,0
YAK/S/44225,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,3,1988,5,2014,0,0,42,BENUE,Yes,Married,No,No,1,0
YAK/S/44226,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1993,12.5,2017,1,0,71,RIVERS,No,Married,No,No,1,0
YAK/S/44227,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1961,5,2009,0,0,38,DELTA,Yes,Married,No,No,1,0
YAK/S/44228,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1979,12.5,2012,1,0,54,OGUN,Yes,Married,No,No,2,0
YAK/S/44229,Information and Strategy,MSc  MBA and PhD,Male,Agency and others,2,1987,10,2012,1,0,80,ENUGU,No,Married,No,No,1,0
YAK/S/44230,Regulatory and Legal services,Non University Education,Male,Agency and others,2,1997,10,2018,0,0,55,DELTA,Yes,Single,No,No,4,0
YAK/S/44231,Commercial Sales and Marketing,,Male,Agency and others,3,1991,7.5,2016,0,0,43,FCT,Yes,Married,No,No,1,0
YAK/S/44232,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,2,1978,5,2006,0,0,58,KATSINA,No,Married,No,No,1,0
YAK/S/44233,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,3,1992,12.5,2014,1,0,73,EDO,Yes,Married,No,No,1,1
YAK/S/44234,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1996,7.5,2017,1,0,38,OGUN,Yes,Married,No,No,1,0
YAK/S/44235,Business Finance Operations,First Degree or HND,Female,Direct Internal process,2,1992,7.5,2016,1,0,49,KOGI,Yes,Married,No,No,1,0
YAK/S/44236,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1974,7.5,2003,0,0,39,KANO,Yes,Married,No,No,0,0
YAK/S/44237,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1994,2.5,2015,0,0,43,LAGOS,Yes,Married,No,Yes,0,0
YAK/S/44238,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1985,10,2014,0,0,52,KWARA,Yes,Married,No,No,1,0
YAK/S/44239,People/HR Management,MSc  MBA and PhD,Male,Agency and others,2,1974,12.5,2002,1,0,36,FCT,Yes,Married,No,No,0,0
YAK/S/44240,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,4,1996,0,2018,0,0,60,LAGOS,Yes,Married,No,No,5,0
YAK/S/44241,Customer Support and Field Operations,MSc  MBA and PhD,Male,Direct Internal process,4,1978,2.5,2010,0,0,50,KANO,Yes,Married,No,No,1,0
YAK/S/44242,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,4,1985,12.5,2015,1,0,57,NIGER,Yes,Single,No,No,0,0
YAK/S/44243,Business Finance Operations,First Degree or HND,Male,Agency and others,4,1989,10,2014,1,0,48,KWARA,No,Married,No,No,3,0
YAK/S/44244,Regulatory and Legal services,First Degree or HND,Male,Agency and others,2,1977,7.5,2008,0,0,53,BORNO,Yes,Single,No,No,0,0
YAK/S/44245,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1993,0,2018,0,0,80,ABIA,Yes,Married,No,No,1,1
YAK/S/44246,Information and Strategy,First Degree or HND,Male,Agency and others,2,1991,10,2017,0,0,71,LAGOS,Yes,Married,No,No,0,0
YAK/S/44247,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1987,12.5,2010,0,0,40,ONDO,Yes,Married,No,No,0,0
YAK/S/44248,Regulatory and Legal services,First Degree or HND,Male,Agency and others,2,1992,0,2018,0,0,48,KANO,Yes,Married,No,No,1,0
YAK/S/44253,Commercial Sales and Marketing,,Female,Agency and others,2,1997,12.5,2016,0,0,42,EBONYI,Yes,Married,No,No,1,0
YAK/S/44256,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1991,10,2017,0,0,40,KANO,No,Single,No,No,2,0
YAK/S/44257,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1983,5,2012,0,0,73,RIVERS,No,Married,No,No,5,0
YAK/S/44259,Customer Support and Field Operations,,Male,Agency and others,2,1994,7.5,2017,0,0,47,IMO,Yes,Married,No,No,0,0
YAK/S/44260,Information and Strategy,MSc  MBA and PhD,Male,Agency and others,2,1986,12.5,2012,0,0,76,KANO,Yes,Married,No,No,1,0
YAK/S/44262,Information and Strategy,First Degree or HND,Male,Agency and others,3,1989,7.5,2016,1,1,85,BENUE,Yes,Married,No,No,2,1
YAK/S/44263,Commercial Sales and Marketing,,Female,Direct Internal process,2,1974,5,2005,0,0,43,PLATEAU,Yes,Married,No,No,0,0
YAK/S/44265,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1993,10,2017,0,0,71,LAGOS,Yes,Married,No,Yes,2,0
YAK/S/44267,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1992,7.5,2016,0,0,43,LAGOS,Yes,Married,No,Yes,1,0
YAK/S/44269,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,3,1997,7.5,2017,0,0,38,KWARA,Yes,Married,No,No,1,0
YAK/S/44271,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1986,7.5,2011,0,0,81,KADUNA,Yes,Married,No,No,0,0
YAK/S/44273,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,4,1981,10,2015,0,0,74,OGUN,Yes,Married,No,No,0,0
YAK/S/44274,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1992,10,2016,0,0,71,OYO,Yes,Married,No,No,1,0
YAK/S/44276,Customer Support and Field Operations,MSc  MBA and PhD,Female,Agency and others,3,1984,7.5,2010,0,0,47,ONDO,Yes,Married,No,No,1,0
YAK/S/44277,Information and Strategy,MSc  MBA and PhD,Male,Direct Internal process,2,1992,7.5,2013,1,0,76,ANAMBRA,Yes,Married,No,No,1,0
YAK/S/44278,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1983,10,2012,1,0,67,BORNO,Yes,Married,No,No,1,0
YAK/S/44281,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1989,10,2015,0,0,51,EDO,Yes,Single,No,No,1,0
YAK/S/44282,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1982,5,2012,0,0,63,BORNO,No,Married,No,No,1,0
YAK/S/44283,Regulatory and Legal services,First Degree or HND,Male,Direct Internal process,2,1994,0,2018,1,0,56,NASSARAWA,Yes,Married,No,No,0,0
YAK/S/44284,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,3,1991,7.5,2018,1,0,56,KADUNA,Yes,Married,No,No,1,0
YAK/S/44285,Sourcing and Purchasing,Non University Education,Female,Agency and others,4,1999,7.5,2017,0,0,62,RIVERS,Yes,Married,No,No,4,0
YAK/S/44288,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1964,7.5,2007,0,0,52,LAGOS,Yes,Single,No,No,1,0
YAK/S/44289,Customer Support and Field Operations,MSc  MBA and PhD,Male,Direct Internal process,2,1981,5,2013,1,0,49,ANAMBRA,Yes,Married,No,No,1,0
